url,name,total_time,rating_value,rating_count,calories,fat_g,sat_fat_g,sugar_g,fiber_g,cholesterol_mg,sodium_mg,carbs_g,protein_g,ingredients
www.loveandlemons.com/orzo-salad/,Orzo Salad,8m,4.96,246,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1½ cups dry orzo pasta; 1 recipe Greek Salad Dressing; 1 tablespoon red wine vinegar; 1 tablespoon fresh lemon juice; ½ teaspoon oregano; ¼ teaspoon sea salt; 2  Persian cucumbers (halved vertically, and sliced ¼-inch thick); 2 cups halved cherry tomatoes; 1 cup cooked chickpeas (drained, and rinsed); 4 ounces feta cheese (cut into ¼-inch cubes); ⅓ cup thinly sliced red onion; ½ cup pitted Kalamata olives; 1 cup fresh basil and/or mint leaves; Freshly ground black pepper"
www.loveandlemons.com/black-bean-burger-recipe/,Best Black Bean Burger,12m,4.96,242,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3 cups cooked black beans (drained and rinsed); ⅓ cup grated yellow onion* ((about ½ medium)); 2  garlic cloves (minced); 2  chipotle peppers from a can of chipotles in adobo (diced); 2  tablespoons adobo sauce; 1 tablespoon tamari; 1 tablespoon balsamic vinegar; 1 teaspoon ground cumin; ½ teaspoon sea salt; ½ teaspoon freshly ground black pepper; 1  large egg**; 1 cup panko bread crumbs; Extra-virgin olive oil (for brushing); Cooking spray (if grilling); Hamburger buns (for serving); Desired fixings (for serving)
www.loveandlemons.com/how-to-cook-tofu/,How to Cook Tofu,30m,4.95,216,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14 ounces extra-firm tofu (patted dry and cubed); ½ tablespoon extra-virgin olive oil; 2 tablespoons tamari; ½ teaspoon sriracha; 1 tablespoon cornstarch (optional)
www.recipetineats.com/easy-chocolate-fudge-cake/#wprm-recipe-container-20462,Easy Chocolate Fudge Cake,70m,4.96,241,473,29,18,31,2,72,53,48,5,"125g / 4 oz  dark chocolate chips  ((Note 1)); 100g / 7 tbsp  butter (, salted (or unsalted butter + 1/4 tsp salt)); 1 1/4 cups white sugar (, caster / superfine best (Note 2)); 1/4 cup oil ((vegetable, canola)); 1 tsp vanilla extract; 2  eggs (, at room temperature); 1/4 cup cocoa powder ((Note 3)); 1 cup flour (, plain / all purpose (Note 4)); 1 tsp baking powder; 1 cup boiling hot water; 1 tbsp coffee granules (, optional (Note 5)); 1  cup heavy / thickened cream (, 30%+ fat (Note 6)); 250g / 8 oz  dark chocolate chips  ((Note 1))"
www.loveandlemons.com/dill-pickles-recipe/,Dill Pickles,1m,4.94,223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12 to 14  Persian cucumbers or 8 to 10 pickling cucumbers; 4  garlic cloves (halved); 2 teaspoons mustard seeds; 2 teaspoons peppercorns; Fresh dill sprigs (a few per jar); 2 cups water; 2 cups distilled white vinegar; ¼ cup cane sugar; 2 tablespoons sea salt
www.loveandlemons.com/roasted-potatoes/,Oven Roasted Potatoes,35m,4.99,182,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 pounds small potatoes (halved or quartered); Extra-virgin olive oil (for drizzling); Sea salt and freshly ground black pepper; Finely chopped fresh parsley (for garnish); 2 tablespoons extra-virgin olive oil; 1 teaspoon lemon zest; 2 tablespoons fresh lemon juice; 1 teaspoon Dijon mustard; 2  garlic cloves (minced); 1 tablespoon minced fresh rosemary (or thyme); ¼ teaspoon red pepper flakes; ¼ teaspoon sea salt; Freshly ground black pepper
www.loveandlemons.com/roasted-broccoli/,Roasted Broccoli,25m,4.96,201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12 ounces broccoli florets; Extra-virgin olive oil (for drizzling); Sea salt and freshly ground black pepper; Red pepper flakes (optional)
www.recipetineats.com/crispy-smashed-potatoes/#recipe,Ultra Crispy Smashed Potatoes,70m,4.95,251,85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"700g / 1.4 lb   small potatoes (12 - 14) ((Note 1)); 1 - 1.2kg / 2 - 2.4lb  medium potatoes (6 - 8); 1 tbsp salt ((for boiling)); 30g / 2 tbsp   unsalted butter (, melted); 1 tbsp olive oil; 3/4 tsp salt ((for sprinkling)); 1/4 tsp black pepper; Finely chopped parsley (, optional garnish)"
www.loveandlemons.com/oatmeal-cookies/,Perfect Oatmeal Raisin Cookies,45m,4.8,555,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 cup all-purpose flour (spooned and leveled); 1/2 teaspoon baking soda; 1/2 teaspoon baking powder; 1/2 teaspoon sea salt; 1/2 teaspoon cinnamon; 1/2 cup coconut oil or unsalted butter (melted); 3/4 cup packed brown sugar; 1  large egg; 1  large egg yolk; 2 teaspoons vanilla; 1 1/2 cup whole rolled oats; 3/4 cup raisins; 1/2 cup chopped walnuts (optional)
www.recipetineats.com/thai-stir-fried-noodles-pad-see-ew/#jump-watch,Pad See Ew - Thai Stir Fried Noodles,18m,4.89,345,510,13.2,2,2.9,1.6,105,406,73.4,25.1,"200g / 7 oz  dried wide rice stick noodles (, or 15 oz / 450g fresh wide flat rice noodles (Sen Yai) (Note 1)); 2 tsp dark soy sauce ((Note 2)); 1 1/2 tbsp oyster sauce; 1 tbsp light soy sauce ((or all purpose, Note 3)); 2 tsp white vinegar ((plain white vinegar)); 2 tsp sugar ((any type)); 3 tbsp peanut or vegetable oil (, separated); 2 cloves garlic cloves, very finely chopped; 1 cup / 150g / 5oz   chicken thighs ((boneless, skinless), sliced (Note 4)); 1  large egg; 4  stems Chinese broccoli ((Note 5))"
www.loveandlemons.com/molasses-cookies/,Chewy Molasses Cookies,25m,4.83,309,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,½ cup unsalted room temperature butter or soft (not melted) coconut oil; ⅓ cup packed dark brown sugar; ⅓ cup granulated sugar*; ⅓ cup unsulphured blackstrap molasses*; 1 teaspoon vanilla extract; 2 cups all-purpose flour (spooned and leveled); 2 teaspoons ground cinnamon; 1 teaspoon baking soda; 1 teaspoon ground ginger; ½ teaspoon ground cardamom; ½ teaspoon fine sea salt; 1 tablespoon water (plus more if necessary); ⅓ cup cane sugar (for rolling)
www.loveandlemons.com/roasted-brussels-sprouts/,Roasted Brussels Sprouts,35m,4.93,208,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 pound Brussels sprouts (trimmed); Extra-virgin olive oil (for drizzling); Sea salt and freshly ground black pepper; 1 tablespoon fresh lemon juice (plus 2 teaspoons zest); 1 tablespoon grated Parmesan cheese; 1 tablespoon fresh thyme leaves; Fresh parsley leaves (for garnish); Pinch red pepper flakes
www.loveandlemons.com/italian-dressing-recipe/,Italian Dressing,5m,4.93,193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6 tablespoons extra-virgin olive oil; 3 tablespoons white wine vinegar; 3 tablespoons fresh lemon juice; 1½ tablespoons finely chopped fresh parsley; 1½ teaspoons honey; 1½ teaspoons dried oregano; 1  garlic clove (grated); ¾ teaspoon Dijon mustard; ¾ teaspoon dried thyme; Heaping ¼ teaspoon sea salt; Freshly ground black pepper; 3 tablespoons Parmesan cheese (optional)
www.lilvienna.com/original-viennese-apple-strudel/,Original Viennese Apple Strudel,N/A,4.89,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1/3 cup lukewarm water (80 ml / 80 g); 1 tablespoon + ½ teaspoon neutral tasting vegetable oil (15 g); ½ teaspoon vinegar (or lemon juice); 1/8 teaspoon fine salt; 145 g bread flour (about 1 cup) ( (it works with all purpose flour too), see note); ½ teaspoon vegetable oil for brushing the dough; flour for dusting; 3 tablespoons unsalted butter (40 g); 2/3 cups fine, dry bread crumbs (80 g); 5 tablespoons granulated sugar (65 g); ½ teaspoon ground cinnamon; 4 tablespoons raisins (50 g); 3 tablespoons rum for soaking the raisins ((see note)); 2 lbs sweet-tart apples (900 g to 1 kg) ((e.g. MacIntosh) ); 1 tablespoon lemon juice; 2 tablespoons melted butter for brushing the dough (divided); confectioner’s sugar for dusting; whipped cream for serving (optional)"
www.loveandlemons.com/honey-mustard-dressing-recipe/,Honey Mustard Dressing,5m,4.92,219,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 tablespoons Dijon mustard; 2 tablespoons extra-virgin olive oil; 2 tablespoons apple cider vinegar or fresh lemon juice; 1 tablespoon honey; 1  small garlic clove (grated or minced); ¼ teaspoon sea salt (more to taste); Freshly ground black pepper
www.recipetineats.com/pizza-dough-recipe/#h-best-way-to-reheat-leftover-pizza,Pizza Dough recipe,30m,4.96,190,116,3,1,1,1,N/A,244,19,3,"600g (4 cups)  bread flour or pizza flour ((or plain/all purpose) (Note 1)); 2 tsp (6g)  rapid rise or instant yeast ((Note 2)); 2.5 tsp (15g)  salt (, kosher / cooking salt (Note 3)); 4 tsp (20g)  white sugar; 4 tbsp extra virgin olive oil; 330 ml (1 1/3 cups)  warm tap water ((330g, Note 4)); 1 tbsp Extra Flour; 2 tsp Extra Olive Oil; 130g / 1 1/3 cups  mozzarella cheese, freshly grated (per pizza, (Note 8)); 1/4 cup pizza sauce (per pizza); Toppings of choice"
cookieandkate.com/apple-carrot-muffins-recipe/,"Apple &amp; Carrot ""Superhero"" Muffins",45m,4.8,309,304,18.8,5,14.2,4.9,61.8,219,27.4,8.2,"2 cups packed almond meal or almond flour (10 ounces); 1 &frac12; cups old-fashioned oats (certified gluten free if necessary); 2 teaspoons ground cinnamon; 1 teaspoon baking soda; &frac12; teaspoon fine sea salt; Optional mix-ins: &frac12; cup chopped walnuts (I used pecans), or raisins or chocolate chips; &frac12; cup honey or maple syrup; 3 eggs; 6 tablespoons unsalted butter, melted; 1 cup grated Granny Smith apple (about 1 &frac12; apples); 1 cup peeled and grated carrots (about 3 carrots)"
sallysbakingaddiction.com/chocolate-sweet-rolls/,Chocolate Sweet Rolls,4h 30m,4.9,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1 cup (240ml) whole milk, warmed to about 100°F (38°C); 6 Tablespoons (75g) granulated sugar, divided; 1 Tablespoon (9g) active dry or instant yeast; 5 Tablespoons (71g) unsalted butter, melted and slightly cooled; 2 large eggs, at room temperature; 1 teaspoon salt; 4 cups (530g) bread flour (spooned &amp; leveled), plus more as needed for hands/work surface; 6 Tablespoons (85g) unsalted butter, softened to room temperature; 1/2 cup (100g) packed light or dark brown sugar; 2 Tablespoons (10g) unsweetened natural or dutch process cocoa powder; 1 teaspoon ground cinnamon; 1 teaspoon pure vanilla extract; 3/4 cup (135g) semi-sweet chocolate chips or a 4 ounce semi-sweet chocolate bar, finely chopped*; 3 Tablespoons (45ml) heavy cream*; 1 teaspoon espresso powder*; 1 and 1/2 cups (180g) confectioners’ sugar, sifted (sift after measuring); 1/2 teaspoon pure vanilla extract"
www.loveandlemons.com/how-to-make-hard-boiled-eggs/,How to Make Hard Boiled Eggs,35m,4.72,618,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Large eggs
www.loveandlemons.com/shakshuka-recipe/,Shakshuka Recipe,35m,4.97,187,207,16,4,3,1,254,498,7,11,"2 tablespoons extra-virgin olive oil; 1  small white onion (diced); 1  red bell pepper (stemmed, seeded, and diced); 3  garlic cloves (minced); 1 teaspoon ground cumin; ½ teaspoon paprika; Pinch cayenne pepper (optional); 1 (28-ounce) can fire-roasted crushed tomatoes; ½ teaspoon sea salt (plus more to taste); Freshly ground black pepper; 6  large eggs; ¼ cup fresh parsley or cilantro leaves; ¼ cup crumbled feta cheese; Pita (for serving)"
www.recipetineats.com/standing-rib-roast/#wprm-recipe-container-32890,Beef Standing Rib Roast (Prime Rib),130m,4.95,189,671,44,19,N/A,N/A,193,941,2,64,"2.5 kg / 5 lb   standing rib roast / prime rib (, bone in (Note 1)); 1  onion (, unpeeled, quartered (brown, yellow, white)); 1  head of garlic (, unpeeled, halved horizontally); 5  sprigs thyme; 3  sprigs rosemary; 150g/ 10 tbsp  unsalted butter (, softened); 5  garlic cloves (, minced); 2 tsp finely chopped fresh rosemary ((or 1 tsp dried)); 2 tsp finely chopped fresh thyme ((or 1 tsp dried)); 2 tsp salt; 1 tsp black pepper; 1 1/2 cups beef broth/stock (, low salt); 2 1/2 cups dry red wine ((Note 2)); 1 tbsp cornflour/cornstarch ((optional, Note 3))"
www.recipetineats.com/massaman-curry/#jump-watch,Massaman Curry,150m,4.96,170,747,56,28,5,4,103,951,27,38,"1  lemongrass ((Note 1)); 6  dried red Asian chillis ((not Thai! Note 2)); 4  eschallots (, peeled (Note 3)); 5 cloves garlic (, unpeeled); 3 cm / 2.25""   galangal piece (, peeled, cut into 3/4 cm / 1/2"" slices (Note 4)); 4 - 6 tbsp water; 1/2 tsp ground cloves; 3/4 tsp cumin; 1/8 tsp ground nutmeg; 3/4 tsp coriander; 1/2 tsp cardamom; 1/2 tsp cinnamon; 700 g / 1.4lb   beef chuck (, cut into 4cm / 2.5"" cubes (Note 5)); 500 ml / 2 cups   beef broth (, low sodium); 2  bay leaves; 1/4 cup / 65 ml  vegetable oil; 400 ml / 14 oz   coconut milk ((full fat, 1 can)); 1  cinnamon quill; 1  star anise; 1 tsp tamarind paste/puree ((Note 6)); 1 tbsp fish sauce; 1 tbsp white sugar; 2  medium-small potatoes (, peeled and cut into 2.5cm / 1"" pieces); 3 tbsp peanuts (, roughly chopped); Finely sliced red chilli ((optional)); Asian fried shallots ((optional, Note 7)); Steamed jasmine rice"
cookieandkate.com/best-stuffed-shells-recipe/,Best Stuffed Shells,1h 5m,4.9,137,466,20.7,9.7,6.7,4.2,74.9,906.3,46.1,24.3,"1 pound (16 ounces) fresh baby spinach or baby kale, or frozen spinach or kale, or 1 ½ pounds Tuscan kale or spinach bunches, washed and stems removed; 1 tablespoon extra virgin olive oil; 12 ounces jumbo shells; 4 cloves garlic, peeled and cut into several segments ; 15 ounces (or 1 pound) ricotta cheese or cottage cheese; 8 ounces (2 cups) grated part-skim mozzarella, divided; ½ cup (2 ounces) grated Parmesan, plus extra for garnish ; ¼ cup (⅔-ounce) chives or green onions (mostly green parts), cut into ¼-long pieces ; Freshly ground pepper, to taste; ½ teaspoon red pepper flakes, to taste (omit if sensitive to spice); ¾ teaspoon fine sea salt, to taste; 1 large egg, lightly beaten with a fork; 3 cups (24 ounces) marinara sauce, homemade* or store-bought (I used Rao’s); Fresh basil for garnish, optional"
www.skinnytaste.com/lasagna-soup/,Lasagna Soup,60m,4.94,192,292,10,9.5,2.5,4,63.5,747.5,29.5,22.5,cooking spray; 14 oz sweet Italian chicken sausage (casing removed); 1/2  onion (chopped); 2  crushed cloves garlic; 4 tbsp chopped fresh parsley (divided); 3 cups low-sodium (fat-free chicken broth*); 2 1/2 cups water; 2 cups quick marinara sauce; 2  bay leaves; fresh cracked black pepper; 6 oz broken lasagna noodles (whole wheat or gluten free*); 6 tbsp part skim shredded mozzarella cheese*; 1/2 cup part skim ricotta cheese; 3 tbsp grated parmesan cheese; 2 tbsp chopped fresh parsley; 1/4 cup fresh basil chiffonade
cookieandkate.com/farro-kale-goat-cheese-salad-recipe/,Farro and Kale Salad with Goat Cheese,45m,4.9,132,565,32.2,7.3,10,9.7,13.1,497,52.8,16,"1 cup uncooked farro, rinsed; &frac14; teaspoon fine sea salt; 1 big bunch curly green kale, ribs removed and chopped into small, bite-sized pieces; &frac12; cup raw sliced almonds; &#8531; cup roughly chopped dried cherries or cranberries; 4 ounces goat cheese, crumbled; &#8531; cup extra-virgin olive oil; 1 tablespoon + 1 teaspoon sherry vinegar or red wine vinegar; 1 tablespoon Dijon mustard; 2 cloves garlic, pressed or minced; &frac14; teaspoon fine sea salt"
www.loveandlemons.com/baked-ziti/,Easy Baked Ziti,45m,4.9,201,429,14,8,7,5,48,1085,54,24,4 cups marinara sauce ((32 ounces)); 2 cups ricotta cheese ((16 ounces)); 2  garlic cloves (minced); 1 tablespoon lemon zest; 1 teaspoon dried oregano; ¼ teaspoon red pepper flakes; ¾ teaspoon sea salt; Freshly ground black pepper; 1 pound ziti pasta; Extra-virgin olive oil (for drizzling); 1 pound fresh spinach; 1½ cups grated mozzarella cheese; ¼ cup grated pecorino or Parmesan cheese; Chopped fresh parsley and/or torn basil leaves (for garnish)
www.loveandlemons.com/granola-bars-recipe/,Homemade Granola Bars,5m,4.79,411,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 cup very smooth creamy natural peanut butter; ⅔ cup honey; 1 teaspoon vanilla extract; Heaping ½ teaspoon sea salt; 2½ cups whole rolled oats; ⅓ cup mini chocolate chips*; 3 tablespoons pepitas ( or crushed peanuts or cashews)
feastandwest.com/iced-tea-lemonade/,Arnold Palmer Drink (Iced Tea Lemonade),5m,5,125,12,N/A,N/A,3,N/A,N/A,1,3,N/A,2 ounces lemonade; 4 ounces iced tea (unsweetened ); 1 slice lemon  (for garnish); 1 sprig fresh  mint
www.recipetineats.com/strawberry-cheesecake/#wprm-recipe-container-33302,Strawberry Cheesecake,445m,4.98,147,489,28,15,41,1,114,284,55,5,"200g / 7oz  Arnott's Marie crackers or other plain biscuit (Aus) or 28 Graham Cracker squares ((Note 1)); 120 g / 8 tbsp  unsalted butter (, melted); 1 lb / 500g  cream cheese (, softened (Note 2)); 2 tbsp plain flour ((all purpose flour)); 1 tsp vanilla extract; 1/2 cup sour cream ((full fat, sub sour cream)); 1 1/2  cups caster sugar (superfine sugar); Zest of 1 lemon; 3  eggs (, at room temperature); 500g / 1 lb   strawberries (, half diced and half halved); 2 tbsp lemon juice OR water ((Note 3)); 1/2 cup white sugar; 1/2 tsp vanilla extract; 1 1/2 tsp cornflour/cornstarch; 2 tbsp water"
cookieandkate.com/roasted-brussels-sprouts-and-crispy-baked-tofu-with-honey-sesame-glaze/,Roasted Brussels Sprouts and Crispy Baked Tofu with Honey-Sesame Glaze,1h,4.8,254,557,20.8,2.7,18.8,12.4,0,1502,79.7,23.1,"1 &frac14; cup brown rice, preferably short grain; 1 &frac12; pounds Brussels sprouts; 1 &frac12; tablespoons extra-virgin olive oil; Fine grain sea salt; 1 block (15 ounces) organic extra-firm tofu; 1 tablespoon extra-virgin olive oil; 1 tablespoon reduced-sodium tamari* or soy sauce; 1 tablespoon arrowroot starch or cornstarch; &frac14; cup reduced-sodium tamari* or soy sauce; 3 tablespoons honey or maple syrup; 2 tablespoons rice vinegar; 2 teaspoons toasted sesame oil; 1 to 3 teaspoons chili garlic sauce or sriracha (depending on how spicy you like it); 2 tablespoons sesame seeds (I used black sesame seeds but regular white are fine as well); Big handful fresh cilantro leaves, torn by hand"
www.recipetineats.com/easy-maple-sticky-glazed-ham/#recipe,Maple Glazed Ham,170m,4.98,145,368,22,8,10,1,83,1603,11,29,"5 kg / 10 lb  leg ham, ( bone in, skin on (Note 1)); 30  Cloves ((for studding the ham, optional - mainly for decorative purposes)); 2  oranges (, cut into quarters (Note 2)); 1 cup (250ml)  water; 3/4 cup (185ml)  maple syrup ((sub honey)); 3/4 cup (165g)  brown sugar (, packed); 3 tbsp dijon mustard ((can sub American or other plain mustard)); 3/4 tsp ground cinnamon; 1/2 tsp All Spice ( (or nutmeg))"
www.loveandlemons.com/banh-mi/,Banh Mi Sandwich,40m,4.96,143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 (14-ounce) package extra-firm tofu; Extra-virgin olive oil (for the pan); 4  baguette pieces (sliced in half); Spicy Mayo; Fresh cilantro; 1  small daikon radish (sliced into matchsticks); 2  small carrots (sliced into matchsticks); ½  small cucumber (seeded and sliced into matchsticks); ½  jalapeño pepper (thinly sliced); ⅓ cup rice vinegar (plus more as needed); ⅓ cup water (plus more as needed); Cane sugar; Sea salt; 1 tablespoon olive oil; 2 tablespoons tamari; Juice of ½ lime; ½ teaspoon lime zest; 1  garlic clove (minced); ½ teaspoon minced fresh ginger; Freshly ground black pepper
www.budgetbytes.com/chicken-lime-soup/,Chicken and Lime Soup,70m,4.85,236,202.58,11.27,N/A,N/A,3.73,N/A,1289.98,12.35,15.9,"1  yellow onion ($0.21); 3  ribs celery  (about 1/4 bunch, $0.37); 1  jalapeño  ($0.17); 4 cloves garlic  ($0.32); 2 Tbsp olive oil  ($0.32); 1  boneless, skinless chicken breast  (about 3/4 lb. , $2.32); 6 cups chicken broth (*, $0.78); 2 10oz. cans diced tomatoes with green chiles (Rotel) ($0.90); 1 tsp oregano ($0.10); 1/2 Tbsp cumin  ($0.15); 1  lime  ($0.22); 1/2  bunch cilantro  ($0.40); 1  avocado  ($1.50)"
www.loveandlemons.com/paloma/,Paloma,5m,4.96,124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 ounces tequila; 2 ounces fresh grapefruit juice (plus wedges for garnish); 2 ounces sparkling water; ½ ounce fresh lime juice; ¼ ounce agave nectar or simple syrup (or to taste); Coarse sea salt (for the rim of the glasses); Ice
www.loveandlemons.com/vegan-chocolate-cake/,Vegan Chocolate Cake,90m,5,116,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1  large sweet potato (enough to yield 3/4 cups mash); 1/4 cup plus 2 tablespoons semisweet chocolate chips; 2 tablespoons unsweetened cocoa powder; 1 tablespoon melted coconut oil; pinch of sea salt; 3/4 cups all-purpose flour; 1/2 cup whole wheat flour; 1/2 cup unsweetened cocoa powder; 1 teaspoon baking soda; 1/2 teaspoon sea salt; 1/4 teaspoon cinnamon; 1 cup almond milk; 3/4 cups maple syrup; 1/4 cup extra-virgin olive oil; 1 teaspoons apple cider vinegar; 1 teaspoons vanilla extract; Supernatural Starfetti sprinkles (optional)
